Name,Artist,uri,track_image,id,Class
"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander,https://open.spotify.com/embed/track/6C8JJFoGC4dkVtAHVK3iif,https://i.scdn.co/image/ab67616d00001e02ebac27e5f31f1137728632f7,6C8JJFoGC4dkVtAHVK3iif,1
Mehabooba,Ravi Basrur,https://open.spotify.com/embed/track/0SeQF0O4k5Fj91qZOspKYe,https://i.scdn.co/image/ab67616d00001e02d9bf1c9e03c05e234da8bca4,0SeQF0O4k5Fj91qZOspKYe,0
"Adiye - From ""Bachelor""",Dhibu Ninan Thomas,https://open.spotify.com/embed/track/2tMoOS9grHtn4upzb4LwMG,https://i.scdn.co/image/ab67616d00001e0299e9e5a108d4a457de95e016,2tMoOS9grHtn4upzb4LwMG,0
"Beast Mode (From ""Beast"")",Anirudh Ravichander,https://open.spotify.com/embed/track/1aQ58u4guUf999iQX3J2HF,https://i.scdn.co/image/ab67616d00001e0284ca060264191c0e818a8e78,1aQ58u4guUf999iQX3J2HF,3
"Tum Tum (From ""Enemy - Tamil"")",Various Artists,https://open.spotify.com/embed/track/3H3x4NhR3wJh6IvRHmPvkd,https://i.scdn.co/image/ab67616d00001e02661a0719df4a6e13b08cfa7f,3H3x4NhR3wJh6IvRHmPvkd,1
Sulthana,Ravi Basrur,https://open.spotify.com/embed/track/0avZTcyglSN3DMenBBimIr,https://i.scdn.co/image/ab67616d00001e02d9bf1c9e03c05e234da8bca4,0avZTcyglSN3DMenBBimIr,3
"Jolly O Gymkhana (From ""Beast"")",Anirudh Ravichander,https://open.spotify.com/embed/track/6lpbzOMBOYHRsp6WEMvRvn,https://i.scdn.co/image/ab67616d00001e02047103c178da35d957131788,6lpbzOMBOYHRsp6WEMvRvn,1
"Adheeraa (From ""Cobra"")",A.R. Rahman,https://open.spotify.com/embed/track/4381FmKZc1uT2zzhBiknH7,https://i.scdn.co/image/ab67616d00001e02c7a2c8a186bdf73d83dd2629,4381FmKZc1uT2zzhBiknH7,1
"Bae (From ""Don"")",Anirudh Ravichander,https://open.spotify.com/embed/track/5D507IC1VOAg7bKkmOblr6,https://i.scdn.co/image/ab67616d00001e02905fcfad5d9bd56876735e84,5D507IC1VOAg7bKkmOblr6,1
"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander,https://open.spotify.com/embed/track/1UUgngRGzFWfgpyN0WAN1r,https://i.scdn.co/image/ab67616d00001e024616b26a8fe36653518b1138,1UUgngRGzFWfgpyN0WAN1r,1
Toofan,Ravi Basrur,https://open.spotify.com/embed/track/1mwyjw8qqdtM5mX9lCBg6Q,https://i.scdn.co/image/ab67616d00001e02d9bf1c9e03c05e234da8bca4,1mwyjw8qqdtM5mX9lCBg6Q,2
"Naattu Koothu (From ""Rrr"")",Rahul Sipligunj,https://open.spotify.com/embed/track/61LeFCT6Nnkv55AiSgZCre,https://i.scdn.co/image/ab67616d00001e02bd2d53fdc86c8fb9a2b7fcbd,61LeFCT6Nnkv55AiSgZCre,2
Evanda Enakku Custody,Santhosh Narayanan,https://open.spotify.com/embed/track/64NPSUK9QT49jEDKl3FK1a,https://i.scdn.co/image/ab67616d00001e02a792cee66d7f36cbd5fcf41e,64NPSUK9QT49jEDKl3FK1a,2
Srivalli,Devi Sri Prasad,https://open.spotify.com/embed/track/1pRHVSjEXuhZf7sEfH3yYS,https://i.scdn.co/image/ab67616d00001e026d235ad8df5a9dc66c7590b8,1pRHVSjEXuhZf7sEfH3yYS,1
Mudhal Nee Mudivum Nee Title Track,Darbuka Siva,https://open.spotify.com/embed/track/4oNVmnywnXguyk76wkMuIb,https://i.scdn.co/image/ab67616d00001e02adef0c80a6a250a62abc2890,4oNVmnywnXguyk76wkMuIb,1
Oo Solriya Oo Oo Solriya,Devi Sri Prasad,https://open.spotify.com/embed/track/28fPIWqAfqoEEGSb0rA4LZ,https://i.scdn.co/image/ab67616d00001e021d4bdd44c487df2fa5eb2309,28fPIWqAfqoEEGSb0rA4LZ,1
Adi Penne,Stephen Zechariah,https://open.spotify.com/embed/track/6XmBh5HSdVzEAaqzEftL9t,https://i.scdn.co/image/ab67616d00001e0275dda072b4aeb883ac58347b,6XmBh5HSdVzEAaqzEftL9t,1
Summa Surrunu,D. Imman,https://open.spotify.com/embed/track/1BlBjCEUiAmKyBMy9Liukz,https://i.scdn.co/image/ab67616d00001e028153a9bb595af7bf24c0354e,1BlBjCEUiAmKyBMy9Liukz,1
"Chellamma (From ""Doctor"")",Anirudh Ravichander,https://open.spotify.com/embed/track/0fGclndst25Qqy8j4u5De5,https://i.scdn.co/image/ab67616d00001e02c956570aa19c0b82b719fee6,0fGclndst25Qqy8j4u5De5,1
Saami Saami,Devi Sri Prasad,https://open.spotify.com/embed/track/397k2vS0xPDxKKVXV46KtV,https://i.scdn.co/image/ab67616d00001e02faf16ba8bcf73ee7f40cb63b,397k2vS0xPDxKKVXV46KtV,1
"Naanga Vera Maari (From ""Valimai"")",Yuvan Shankar Raja,https://open.spotify.com/embed/track/3huCRjAX12zNPxtX9JqX2X,https://i.scdn.co/image/ab67616d00001e02fba5304c0119e72d0b998aea,3huCRjAX12zNPxtX9JqX2X,3
Per Vachaalum Vaikkaama,Yuvan Shankar Raja,https://open.spotify.com/embed/track/21r0QnhYxsxYUsoov5o0IF,https://i.scdn.co/image/ab67616d00001e026dd80337b66f471a85621515,21r0QnhYxsxYUsoov5o0IF,1
Kutty Pattas,Santhosh Dhayanidhi,https://open.spotify.com/embed/track/7AHKnQ6XB5l7GL4pTJWLZn,https://i.scdn.co/image/ab67616d00001e02477dcbc6195534f52cc8048e,7AHKnQ6XB5l7GL4pTJWLZn,1
Meherezylaa,Yuvan Shankar Raja,https://open.spotify.com/embed/track/2HPVvTJ5BZGLOXTyrPH3wy,https://i.scdn.co/image/ab67616d00001e02fe1d00065cc4268457dff6a1,2HPVvTJ5BZGLOXTyrPH3wy,1
"Soul of Doctor (Theme) [From ""Doctor""]",Anirudh Ravichander,https://open.spotify.com/embed/track/6GFtWQYco30oKpMr5xJwy2,https://i.scdn.co/image/ab67616d00001e0237171f397073029d75f6f773,6GFtWQYco30oKpMr5xJwy2,2
"Bodhai Kaname - From ""Oh Manapenne""",Vishal Chandrashekhar,https://open.spotify.com/embed/track/4qIMmEjV8gaEsfZML9LALx,https://i.scdn.co/image/ab67616d00001e025a35e590a8f0a1ddb9b87dfc,4qIMmEjV8gaEsfZML9LALx,1
Thala Kodhum,Sean Roldan,https://open.spotify.com/embed/track/4QMBSOZ0PQWZGK70tNGOYh,https://i.scdn.co/image/ab67616d00001e0258a7dd33ba57a2e43633a9c5,4QMBSOZ0PQWZGK70tNGOYh,1
Cute Ponnu,Vivek - Mervin,https://open.spotify.com/embed/track/1Bpvh9xYlcxHkWJMQuiNiA,https://i.scdn.co/image/ab67616d00001e02ab6e5e541cdcf6a9b8bac863,1Bpvh9xYlcxHkWJMQuiNiA,1
Mangalyam,Thaman S,https://open.spotify.com/embed/track/7n5Jcqw85WSfJHrMXsk5N2,https://i.scdn.co/image/ab67616d00001e028d6df134128265744e1b4706,7n5Jcqw85WSfJHrMXsk5N2,1
Adipoli,Siddhu Kumar,https://open.spotify.com/embed/track/1rvJahl2EPy25dSsBNzTr4,https://i.scdn.co/image/ab67616d00001e0252745b0f2aba59ab467f715a,1rvJahl2EPy25dSsBNzTr4,2
"Thooriga - From ""Navarasa""",Karthik,https://open.spotify.com/embed/track/19O4hCGGm95UhvIyhwnNT5,https://i.scdn.co/image/ab67616d00001e02801e07e01d372aa56a5a79da,19O4hCGGm95UhvIyhwnNT5,0
Nenjame,Anirudh Ravichander,https://open.spotify.com/embed/track/6bUHZRZ4YpVxB1RWrPH5dh,https://i.scdn.co/image/ab67616d00001e027f4758ab956193d0d3814a16,6bUHZRZ4YpVxB1RWrPH5dh,0
"Inna Mylu - From ""Lift""",Britto Michael,https://open.spotify.com/embed/track/5M0osd70WeG2LaAqvbe89r,https://i.scdn.co/image/ab67616d00001e0223f628cdb65725afb3b38d3a,5M0osd70WeG2LaAqvbe89r,1
"Idhuvum Kadandhu Pogum (The Healing Song) (From ""Netrikann"")",Girishh,https://open.spotify.com/embed/track/6voQcZ46RMVPfg6O7sBn5U,https://i.scdn.co/image/ab67616d00001e02fbb4f8a6c5affbb66cc78179,6voQcZ46RMVPfg6O7sBn5U,2
Neeye Oli,Santhosh Narayanan,https://open.spotify.com/embed/track/11qgUXxN2YEGNOfDDUOT2K,https://i.scdn.co/image/ab67616d00001e02298d5f6b2d1d865bbff4aac7,11qgUXxN2YEGNOfDDUOT2K,3
"Vaathi Coming (From ""Master"")",Anirudh Ravichander,https://open.spotify.com/embed/track/4dJrjWtAhEkW7VdPYSL1Ip,https://i.scdn.co/image/ab67616d00001e02b6a0a2631cc3de08fa8845b2,4dJrjWtAhEkW7VdPYSL1Ip,2
"Bujji (From ""Jagame Thandhiram"")",Santhosh Narayanan,https://open.spotify.com/embed/track/6rJhjykEkCqm3H64uALhhf,https://i.scdn.co/image/ab67616d00001e0203d07460c6880e35aa9129dd,6rJhjykEkCqm3H64uALhhf,1
"Master the Blaster (From ""Master"")",Anirudh Ravichander,https://open.spotify.com/embed/track/2cVJDlu9jmkPUeuJxA6v8i,https://i.scdn.co/image/ab67616d00001e024fbccdaeab7e5e1c0d92bd48,2cVJDlu9jmkPUeuJxA6v8i,1
"Jai Sulthan - From ""Sulthan""",Vivek - Mervin,https://open.spotify.com/embed/track/7crGzxRqI5pMZAjZgF9uu2,https://i.scdn.co/image/ab67616d00001e02a836738fc54f2182a5712574,7crGzxRqI5pMZAjZgF9uu2,1
Enjoy Enjaami,Dhee,https://open.spotify.com/embed/track/1baHxgYktT8eDdmtTozJF9,https://i.scdn.co/image/ab67616d00001e026411980cefbeb5196d898682,1baHxgYktT8eDdmtTozJF9,1
"So Baby (From ""Doctor"")",Anirudh Ravichander,https://open.spotify.com/embed/track/0t0mHozF8Xsif9w8bemh9D,https://i.scdn.co/image/ab67616d00001e02957531d4fe829eda4de32d83,0t0mHozF8Xsif9w8bemh9D,2
"Kaattu Payale (From ""Soorarai Pottru"")",G. V. Prakash,https://open.spotify.com/embed/track/2b4nWymybHj38A6XtQijiA,https://i.scdn.co/image/ab67616d00001e020b7583ee78ad9c8e9c9e771f,2b4nWymybHj38A6XtQijiA,1
"Rakita Rakita Rakita (From ""Jagame Thandhiram"")",Santhosh Narayanan,https://open.spotify.com/embed/track/2oNRoniEFnPdaCfkOQ9m0C,https://i.scdn.co/image/ab67616d00001e0247ad22841c86a2d90fc345e7,2oNRoniEFnPdaCfkOQ9m0C,1
Andha Kanna Paathaakaa,Anirudh Ravichander,https://open.spotify.com/embed/track/0qvoxfYodIfe14gaidhnsV,https://i.scdn.co/image/ab67616d00001e0232f43d2b7862589792370786,0qvoxfYodIfe14gaidhnsV,1
Top Tucker,Uchana Amit,https://open.spotify.com/embed/track/3ibDXkPA4Ijz24UxbFcNMi,https://i.scdn.co/image/ab67616d00001e0214f858709d6453feabea412a,3ibDXkPA4Ijz24UxbFcNMi,1
Vaathi Raid,Anirudh Ravichander,https://open.spotify.com/embed/track/4PML5RtrVcYAwTTS46otXB,https://i.scdn.co/image/ab67616d00001e0232f43d2b7862589792370786,4PML5RtrVcYAwTTS46otXB,1
"Pathala Pathala (From ""Vikram"")",Anirudh Ravichander,https://open.spotify.com/embed/track/5WWplXimzIjlJiN2N7T9Q3,https://i.scdn.co/image/ab67616d00001e0280edc9d1a2b27e0976eb840f,5WWplXimzIjlJiN2N7T9Q3,1
"Dippam Dappam (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander,https://open.spotify.com/embed/track/2vkNA9I029dTwX0y6d59Sc,https://i.scdn.co/image/ab67616d00001e02e7bfeb6289d915b6f93bb8de,2vkNA9I029dTwX0y6d59Sc,1
Vikram - Title Track,Anirudh Ravichander,https://open.spotify.com/embed/track/6FQQiTpYnfc5803p84bQp1,https://i.scdn.co/image/ab67616d00001e0239fe640ab73db368eeac0f90,6FQQiTpYnfc5803p84bQp1,3
"Jalabulajangu (From ""Don"")",Anirudh Ravichander,https://open.spotify.com/embed/track/4HdzYTQiouB9BVYX7JOrhh,https://i.scdn.co/image/ab67616d00001e02a1f67043543a8584d02e7695,4HdzYTQiouB9BVYX7JOrhh,2
"Arabic Kuthu - Halamithi Habibo (From ""Beast"")",Anirudh Ravichander,https://open.spotify.com/embed/track/6yvxu91deFKt3X1QoV6qMv,https://i.scdn.co/image/ab67616d00001e02b6b3b7f26f0bc0e0197163a0,6yvxu91deFKt3X1QoV6qMv,1
Private Party,Anirudh Ravichander,https://open.spotify.com/embed/track/5OotwkHgMpNYfsCwAOs4jP,https://i.scdn.co/image/ab67616d00001e0256c447fa32d5751f1dadfc8d,5OotwkHgMpNYfsCwAOs4jP,1
Once Upon a Time,Anirudh Ravichander,https://open.spotify.com/embed/track/4wCy7erulqUfFQNVaZBD9b,https://i.scdn.co/image/ab67616d00001e0239fe640ab73db368eeac0f90,4wCy7erulqUfFQNVaZBD9b,3
"Two Two Two (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander,https://open.spotify.com/embed/track/6C8JJFoGC4dkVtAHVK3iif,https://i.scdn.co/image/ab67616d00001e02ebac27e5f31f1137728632f7,6C8JJFoGC4dkVtAHVK3iif,1
Mehabooba,Ravi Basrur,https://open.spotify.com/embed/track/0SeQF0O4k5Fj91qZOspKYe,https://i.scdn.co/image/ab67616d00001e02d9bf1c9e03c05e234da8bca4,0SeQF0O4k5Fj91qZOspKYe,0
"Adiye - From ""Bachelor""",Dhibu Ninan Thomas,https://open.spotify.com/embed/track/2tMoOS9grHtn4upzb4LwMG,https://i.scdn.co/image/ab67616d00001e0299e9e5a108d4a457de95e016,2tMoOS9grHtn4upzb4LwMG,0
"Beast Mode (From ""Beast"")",Anirudh Ravichander,https://open.spotify.com/embed/track/1aQ58u4guUf999iQX3J2HF,https://i.scdn.co/image/ab67616d00001e0284ca060264191c0e818a8e78,1aQ58u4guUf999iQX3J2HF,3
"Tum Tum (From ""Enemy - Tamil"")",Various Artists,https://open.spotify.com/embed/track/3H3x4NhR3wJh6IvRHmPvkd,https://i.scdn.co/image/ab67616d00001e02661a0719df4a6e13b08cfa7f,3H3x4NhR3wJh6IvRHmPvkd,1
Sulthana,Ravi Basrur,https://open.spotify.com/embed/track/0avZTcyglSN3DMenBBimIr,https://i.scdn.co/image/ab67616d00001e02d9bf1c9e03c05e234da8bca4,0avZTcyglSN3DMenBBimIr,3
"Jolly O Gymkhana (From ""Beast"")",Anirudh Ravichander,https://open.spotify.com/embed/track/6lpbzOMBOYHRsp6WEMvRvn,https://i.scdn.co/image/ab67616d00001e02047103c178da35d957131788,6lpbzOMBOYHRsp6WEMvRvn,1
"Adheeraa (From ""Cobra"")",A.R. Rahman,https://open.spotify.com/embed/track/4381FmKZc1uT2zzhBiknH7,https://i.scdn.co/image/ab67616d00001e02c7a2c8a186bdf73d83dd2629,4381FmKZc1uT2zzhBiknH7,1
"Bae (From ""Don"")",Anirudh Ravichander,https://open.spotify.com/embed/track/5D507IC1VOAg7bKkmOblr6,https://i.scdn.co/image/ab67616d00001e02905fcfad5d9bd56876735e84,5D507IC1VOAg7bKkmOblr6,1
"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",Anirudh Ravichander,https://open.spotify.com/embed/track/1UUgngRGzFWfgpyN0WAN1r,https://i.scdn.co/image/ab67616d00001e024616b26a8fe36653518b1138,1UUgngRGzFWfgpyN0WAN1r,1
Toofan,Ravi Basrur,https://open.spotify.com/embed/track/1mwyjw8qqdtM5mX9lCBg6Q,https://i.scdn.co/image/ab67616d00001e02d9bf1c9e03c05e234da8bca4,1mwyjw8qqdtM5mX9lCBg6Q,2
"Naattu Koothu (From ""Rrr"")",Rahul Sipligunj,https://open.spotify.com/embed/track/61LeFCT6Nnkv55AiSgZCre,https://i.scdn.co/image/ab67616d00001e02bd2d53fdc86c8fb9a2b7fcbd,61LeFCT6Nnkv55AiSgZCre,2
Evanda Enakku Custody,Santhosh Narayanan,https://open.spotify.com/embed/track/64NPSUK9QT49jEDKl3FK1a,https://i.scdn.co/image/ab67616d00001e02a792cee66d7f36cbd5fcf41e,64NPSUK9QT49jEDKl3FK1a,2
Srivalli,Devi Sri Prasad,https://open.spotify.com/embed/track/1pRHVSjEXuhZf7sEfH3yYS,https://i.scdn.co/image/ab67616d00001e026d235ad8df5a9dc66c7590b8,1pRHVSjEXuhZf7sEfH3yYS,1
Mudhal Nee Mudivum Nee Title Track,Darbuka Siva,https://open.spotify.com/embed/track/4oNVmnywnXguyk76wkMuIb,https://i.scdn.co/image/ab67616d00001e02adef0c80a6a250a62abc2890,4oNVmnywnXguyk76wkMuIb,1
Oo Solriya Oo Oo Solriya,Devi Sri Prasad,https://open.spotify.com/embed/track/28fPIWqAfqoEEGSb0rA4LZ,https://i.scdn.co/image/ab67616d00001e021d4bdd44c487df2fa5eb2309,28fPIWqAfqoEEGSb0rA4LZ,1
Adi Penne,Stephen Zechariah,https://open.spotify.com/embed/track/6XmBh5HSdVzEAaqzEftL9t,https://i.scdn.co/image/ab67616d00001e0275dda072b4aeb883ac58347b,6XmBh5HSdVzEAaqzEftL9t,1
Summa Surrunu,D. Imman,https://open.spotify.com/embed/track/1BlBjCEUiAmKyBMy9Liukz,https://i.scdn.co/image/ab67616d00001e028153a9bb595af7bf24c0354e,1BlBjCEUiAmKyBMy9Liukz,1
"Chellamma (From ""Doctor"")",Anirudh Ravichander,https://open.spotify.com/embed/track/0fGclndst25Qqy8j4u5De5,https://i.scdn.co/image/ab67616d00001e02c956570aa19c0b82b719fee6,0fGclndst25Qqy8j4u5De5,1
Saami Saami,Devi Sri Prasad,https://open.spotify.com/embed/track/397k2vS0xPDxKKVXV46KtV,https://i.scdn.co/image/ab67616d00001e02faf16ba8bcf73ee7f40cb63b,397k2vS0xPDxKKVXV46KtV,1
"Naanga Vera Maari (From ""Valimai"")",Yuvan Shankar Raja,https://open.spotify.com/embed/track/3huCRjAX12zNPxtX9JqX2X,https://i.scdn.co/image/ab67616d00001e02fba5304c0119e72d0b998aea,3huCRjAX12zNPxtX9JqX2X,3
Per Vachaalum Vaikkaama,Yuvan Shankar Raja,https://open.spotify.com/embed/track/21r0QnhYxsxYUsoov5o0IF,https://i.scdn.co/image/ab67616d00001e026dd80337b66f471a85621515,21r0QnhYxsxYUsoov5o0IF,1
Kutty Pattas,Santhosh Dhayanidhi,https://open.spotify.com/embed/track/7AHKnQ6XB5l7GL4pTJWLZn,https://i.scdn.co/image/ab67616d00001e02477dcbc6195534f52cc8048e,7AHKnQ6XB5l7GL4pTJWLZn,1
Meherezylaa,Yuvan Shankar Raja,https://open.spotify.com/embed/track/2HPVvTJ5BZGLOXTyrPH3wy,https://i.scdn.co/image/ab67616d00001e02fe1d00065cc4268457dff6a1,2HPVvTJ5BZGLOXTyrPH3wy,1
"Soul of Doctor (Theme) [From ""Doctor""]",Anirudh Ravichander,https://open.spotify.com/embed/track/6GFtWQYco30oKpMr5xJwy2,https://i.scdn.co/image/ab67616d00001e0237171f397073029d75f6f773,6GFtWQYco30oKpMr5xJwy2,2
"Bodhai Kaname - From ""Oh Manapenne""",Vishal Chandrashekhar,https://open.spotify.com/embed/track/4qIMmEjV8gaEsfZML9LALx,https://i.scdn.co/image/ab67616d00001e025a35e590a8f0a1ddb9b87dfc,4qIMmEjV8gaEsfZML9LALx,1
Thala Kodhum,Sean Roldan,https://open.spotify.com/embed/track/4QMBSOZ0PQWZGK70tNGOYh,https://i.scdn.co/image/ab67616d00001e0258a7dd33ba57a2e43633a9c5,4QMBSOZ0PQWZGK70tNGOYh,1
Cute Ponnu,Vivek - Mervin,https://open.spotify.com/embed/track/1Bpvh9xYlcxHkWJMQuiNiA,https://i.scdn.co/image/ab67616d00001e02ab6e5e541cdcf6a9b8bac863,1Bpvh9xYlcxHkWJMQuiNiA,1
Mangalyam,Thaman S,https://open.spotify.com/embed/track/7n5Jcqw85WSfJHrMXsk5N2,https://i.scdn.co/image/ab67616d00001e028d6df134128265744e1b4706,7n5Jcqw85WSfJHrMXsk5N2,1
Adipoli,Siddhu Kumar,https://open.spotify.com/embed/track/1rvJahl2EPy25dSsBNzTr4,https://i.scdn.co/image/ab67616d00001e0252745b0f2aba59ab467f715a,1rvJahl2EPy25dSsBNzTr4,2
"Thooriga - From ""Navarasa""",Karthik,https://open.spotify.com/embed/track/19O4hCGGm95UhvIyhwnNT5,https://i.scdn.co/image/ab67616d00001e02801e07e01d372aa56a5a79da,19O4hCGGm95UhvIyhwnNT5,0
Nenjame,Anirudh Ravichander,https://open.spotify.com/embed/track/6bUHZRZ4YpVxB1RWrPH5dh,https://i.scdn.co/image/ab67616d00001e027f4758ab956193d0d3814a16,6bUHZRZ4YpVxB1RWrPH5dh,0
"Inna Mylu - From ""Lift""",Britto Michael,https://open.spotify.com/embed/track/5M0osd70WeG2LaAqvbe89r,https://i.scdn.co/image/ab67616d00001e0223f628cdb65725afb3b38d3a,5M0osd70WeG2LaAqvbe89r,1
"Idhuvum Kadandhu Pogum (The Healing Song) (From ""Netrikann"")",Girishh,https://open.spotify.com/embed/track/6voQcZ46RMVPfg6O7sBn5U,https://i.scdn.co/image/ab67616d00001e02fbb4f8a6c5affbb66cc78179,6voQcZ46RMVPfg6O7sBn5U,2
Neeye Oli,Santhosh Narayanan,https://open.spotify.com/embed/track/11qgUXxN2YEGNOfDDUOT2K,https://i.scdn.co/image/ab67616d00001e02298d5f6b2d1d865bbff4aac7,11qgUXxN2YEGNOfDDUOT2K,3
"Vaathi Coming (From ""Master"")",Anirudh Ravichander,https://open.spotify.com/embed/track/4dJrjWtAhEkW7VdPYSL1Ip,https://i.scdn.co/image/ab67616d00001e02b6a0a2631cc3de08fa8845b2,4dJrjWtAhEkW7VdPYSL1Ip,2
"Bujji (From ""Jagame Thandhiram"")",Santhosh Narayanan,https://open.spotify.com/embed/track/6rJhjykEkCqm3H64uALhhf,https://i.scdn.co/image/ab67616d00001e0203d07460c6880e35aa9129dd,6rJhjykEkCqm3H64uALhhf,1
"Master the Blaster (From ""Master"")",Anirudh Ravichander,https://open.spotify.com/embed/track/2cVJDlu9jmkPUeuJxA6v8i,https://i.scdn.co/image/ab67616d00001e024fbccdaeab7e5e1c0d92bd48,2cVJDlu9jmkPUeuJxA6v8i,1
"Jai Sulthan - From ""Sulthan""",Vivek - Mervin,https://open.spotify.com/embed/track/7crGzxRqI5pMZAjZgF9uu2,https://i.scdn.co/image/ab67616d00001e02a836738fc54f2182a5712574,7crGzxRqI5pMZAjZgF9uu2,1
Enjoy Enjaami,Dhee,https://open.spotify.com/embed/track/1baHxgYktT8eDdmtTozJF9,https://i.scdn.co/image/ab67616d00001e026411980cefbeb5196d898682,1baHxgYktT8eDdmtTozJF9,1
"So Baby (From ""Doctor"")",Anirudh Ravichander,https://open.spotify.com/embed/track/0t0mHozF8Xsif9w8bemh9D,https://i.scdn.co/image/ab67616d00001e02957531d4fe829eda4de32d83,0t0mHozF8Xsif9w8bemh9D,2
"Kaattu Payale (From ""Soorarai Pottru"")",G. V. Prakash,https://open.spotify.com/embed/track/2b4nWymybHj38A6XtQijiA,https://i.scdn.co/image/ab67616d00001e020b7583ee78ad9c8e9c9e771f,2b4nWymybHj38A6XtQijiA,1
"Rakita Rakita Rakita (From ""Jagame Thandhiram"")",Santhosh Narayanan,https://open.spotify.com/embed/track/2oNRoniEFnPdaCfkOQ9m0C,https://i.scdn.co/image/ab67616d00001e0247ad22841c86a2d90fc345e7,2oNRoniEFnPdaCfkOQ9m0C,1
Andha Kanna Paathaakaa,Anirudh Ravichander,https://open.spotify.com/embed/track/0qvoxfYodIfe14gaidhnsV,https://i.scdn.co/image/ab67616d00001e0232f43d2b7862589792370786,0qvoxfYodIfe14gaidhnsV,1
Top Tucker,Uchana Amit,https://open.spotify.com/embed/track/3ibDXkPA4Ijz24UxbFcNMi,https://i.scdn.co/image/ab67616d00001e0214f858709d6453feabea412a,3ibDXkPA4Ijz24UxbFcNMi,1
Vaathi Raid,Anirudh Ravichander,https://open.spotify.com/embed/track/4PML5RtrVcYAwTTS46otXB,https://i.scdn.co/image/ab67616d00001e0232f43d2b7862589792370786,4PML5RtrVcYAwTTS46otXB,1
